관리번호,부문,작품번호,작가명,생몰연도,명제,제작년도,규격(㎝),소장일자,기법 및 재료
1183,회화,PA-451,임상진,1935,生命의 노래 519-10,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1184,회화,PA-452,임상진,1935,生命의 노래 519-11,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1185,회화,PA-453,임상진,1935,生命의 노래 519-12,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1186,회화,PA-454,임상진,1935,生命의 노래 519-13,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1187,회화,PA-455,임상진,1935,生命의 노래 519-15,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1188,회화,PA-456,임상진,1935,生命의 노래 519-16,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1189,회화,PA-457,임상진,1935,生命의 노래 519-18,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1190,회화,PA-458,임상진,1935,生命의 노래 519-21,2000,227×324,2014-11-18,"캔버스에 유채, 아크릴릭"
1191,회화,PA-459,임상진,1935,生命의 노래 519-22,2000,227×486,2014-11-18,"캔버스에 유채, 아크릴릭"
1192,회화,PA-460,임상진,1935,生命의 노래 519-23,2000,227×486,2014-11-18,"캔버스에 유채, 아크릴릭"
1193,회화,PA-461,임상진,1935,生命의 노래 519-24,2000,227×486,2014-11-18,"캔버스에 유채, 아크릴릭"
1194,회화,PA-462,임상진,1935,生命의 노래 519-26,2003,162×227,2014-11-18,"캔버스에 유채, 아크릴릭"
1195,회화,PA-463,임상진,1935,業-7401,2008,72×180,2014-11-18,캔버스에 아크릴릭
1196,회화,PA-464,임상진,1935,業-7503,2009,97×193,2014-11-18,캔버스에 아크릴릭
1197,회화,PA-465,김진열,1952,두들겨 맞는 사람,1985,152×195,2015-06-18,"마분지, 알루미늄에 아크릴릭"
1198,회화,PA-466,정복수,1955,몸의 지도 2,1983,181×273,2015-06-18,"판넬에 아크릴릭, 목탄"
1199,회화,PA-467,이흥덕,1953,서울 달빛,1993,130×193,2015-06-18,캔버스에 유채
1200,회화,PA-468,이흥덕,1953,여유,1995,90×72,2015-06-18,캔버스에 유채
1201,조각,SC-53,박정애,1956,귀가,1984,77×50×10,2015-06-18,혼합재료
1202,조각,SC-54,박정애,1956,개울물 속에 빨래,1993,153×128×28,2015-06-18,브론즈
1203,회화,PA-469,김보중,1953,아!,1983,97×130,2015-06-18,판넬에 혼합재료
1204,회화,PA-470,김보중,1953,출산,1985,116×91,2015-06-18,캔버스에 혼합재료
1205,회화,PA-471,윤철규,1965,뭘 더 바라랴-껄리와 두부김치,2014,33×45,2015-06-18,캔버스에 유채
1206,회화,PA-472,윤철규,1965,뭘 더 바라랴-쐬주와 피순대,2014,33×45,2015-06-18,캔버스에 유채
1207,회화,PA-473,전병하,1925,정물,2000,52×61,2015-06-18,종이에 수채
1208,회화,PA-474,전병하,1925,속초 아바이촌,2004,61×73,2015-06-18,종이에 수채
1209,회화,PA-475,전병하,1925,광한루,2004,71×99,2015-06-18,캔버스에 유채
1210,회화,PA-476,김현철,1924,정물,1970,41×27,2015-06-18,캔버스에 유채
1211,회화,PA-477,김명찬,2000,동물원,2014,27×40,2015-06-18,"종이에 크레파스, 수채"
1212,공예,CR-23,김희찬,1999,탱크 코끼리,2014,10×20×10,2015-06-18,도자토
1213,회화,PA-478,김희찬,1999,마음창,2014,27×40,2015-06-18,"종이에 크레파스, 이쑤시개"
1214,공예,CR-24,이규선,1999,도마뱀이 된 코끼리,2014,2×25×8,2015-06-18,도자토
1215,공예,CR-25,최한영,1998,토끼,2014,8×6×4,2015-06-18,도자토
1216,공예,CR-26,박국화,1996,내 얼굴,2014,25×12×9,2015-06-18,도자토
1217,회화,PA-479,박국화,1996,세상의 끈,2014,40×27,2015-06-18,종이에 수채
1218,공예,CR-27,이윤호,2001,소중한 두 손,2014,15×10×10(×2),2015-06-18,도자토
1219,공예,CR-28,박연,1999,해바라기 화분,2014,15×15×14,2015-06-18,도자토
1220,공예,CR-29,이국형,1996,날아라 슈퍼개미,2014,7×6×6,2015-06-18,도자토
1221,공예,CR-30,이석호,2005,목도리 도마뱀,2014,5×12×5,2015-06-18,도자토
1222,회화,PA-480,이연수,1999,코끼리 가족,2014,40×55,2015-06-18,종이에 크레파스
1223,회화,PA-481,장문수,1997,친구 얼굴,2014,42×30,2015-06-18,아연판
1224,한국화,KO-208,임진성,1969,귀면암,2008,259×135,2015-06-18,화선지에 수묵지두
1225,회화,PA-482,유미옥,1962,"길을 묻다, 부엉이-신부-늑대",2006,260×600,2015-06-18,"캔버스에 아크릴릭, 과슈, 혼합재료"
1226,판화,DP-184,문승근,1947,무제,1977,64×91,2015-06-18,포토 실크스크린
1227,판화,DP-185,문승근,1947,무제,1977,64×91,2015-06-18,포토 실크스크린
1228,판화,DP-186,문승근,1947,무제,1977,64×91,2015-06-18,포토 실크스크린
1229,판화,DP-187,문승근,1947,무제,1977,64×91,2015-06-18,포토 실크스크린
1230,판화,DP-188,문승근,1947,무제,1977,64×91,2015-06-18,포토 실크스크린
1231,판화,DP-189,문승근,1947,무제,1977,64×91,2015-06-18,포토 실크스크린
1232,서예,CA-119,김재홍,1963,이기 선생 시,2009,135×70(×2),2015-06-18,한지에 먹
1233,공예,CR-31,최대현,1982,백자 달항아리,2012,45×40×40,2015-06-18,백색 자기토
1234,조각,SC-55,이상현,1975,내면 속의 풍경,2013,150×100×190,2015-06-18,스테인리스 스틸
1235,조각,SC-56,김광진,1946,空人Ⅰ,1978,131×30×24,2015-10-14,청동 주조
1236,조각,SC-57,김광진,1946,空人Ⅱ,1978,125×29×23,2015-10-14,청동 주조
1237,조각,SC-58,김광진,1946,無明,1989,63×58×16,2015-10-14,합성수지
1238,회화,PA-483,황소연,1937,work 80-8-4,1980,162×130,2015-10-14,캔버스에 유채
1239,조각,SC-59,유은석,1986,호화로운 교도소,2013,80×180×50,2015-10-14,"포맥스, 아크릴"
1240,사진,PH-149,문유미,1980,대인 타타타,2015,60×90,2015-10-14,퍼포먼스 사진
1241,사진,PH-150,문유미,1980,대인 타타타,2015,60×90,2015-10-14,퍼포먼스 사진
1242,사진,PH-151,문유미,1980,대인 타타타,2015,60×90,2015-10-14,퍼포먼스 사진
1243,회화,PA-484,이가립,1982,FACE No.49,2014,94×65,2015-10-14,종이에 오일파스텔
1244,회화,PA-485,차유림,1967,누구요!,2015,41×53,2015-10-14,캔버스에 유채
1245,회화,PA-486,김연경,1990,Black Dog ,2015,72.7×72.7,2015-10-14,캔버스에 유채
1246,회화,PA-487,김연경,1990,Black Dog ,2015,45.5×45.5,2015-10-14,캔버스에 유채
1247,회화,PA-488,서완호,1983,Empty,2015,116.8×91,2015-10-14,캔버스에 유채
1248,사진,PH-152,안봉주,1958,웃는 전북 웃는 이웃,2009,164×110,2015-10-14,사진
1249,사진,PH-153,안봉주,1958,그 시간,2014,100×150,2015-10-14,사진
1250,회화,PA-489,김영주,1920,무제,1968,46×69,2015-10-14,종이에 혼합재료
1251,회화,PA-490,김영주,1920,무제,1968,46×69,2015-10-14,종이에 혼합재료
1252,회화,PA-491,김영주,1920,무제,1968,46×69,2015-10-14,종이에 혼합재료
1253,회화,PA-492,김영주,1920,무제,1968,46×69,2015-10-14,종이에 혼합재료
1254,회화,PA-493,김영주,1920,무제,1968,46×69,2015-10-14,종이에 혼합재료
1255,조각,SC-60,우까오중,1962,검은 진흙 소총,2009,26×40×10,2015-10-14,혼합재료
1256,사진,PH-154,창신,1967,상대적 구조,2013,200×130,2015-10-14,행위예술 사진
1257,사진,PH-155,마닛 스리와니취품,1961,핑크맨 오페라 #3,2009,137×170,2015-10-14,사진
1258,공예,CR-32,한봉림,1947,장승,2015,200×50×25(×2),2015-10-14,흙
1259,회화,PA-494,황소연,1937,work 79-16,1980,139×50cm,2015-10-14,캔버스에 종이
1260,회화,PA-495,황소연,1937,work 80,1980,91×73cm,2015-10-14,캔버스에 유채
1261,회화,PA-496,황소연,1937,무제,1980,73×61cm,2015-10-14,캔버스에 유채
1262,회화,PA-497,황소연,1937,무제,1980,73×61cm,2015-10-14,캔버스에 유채
1263,회화,PA-498,황소연,1937,무제,1980,73×61cm,2015-10-14,캔버스에 유채
1264,회화,PA-499,황소연,1937,work 78-9,1980,100×81cm,2015-10-14,캔버스에 종이
1265,회화,PA-500,황소연,1937,무제,1980,91×72cm,2015-10-14,캔버스에 유채
1266,회화,PA-501,황소연,1937,work 79-17-2,1980,146×112cm,2015-10-14,캔버스에 종이
1267,회화,PA-502,황소연,1937,原質 79-12-10,1980,146×112cm,2015-10-14,캔버스에 종이
1268,회화,PA-503,황소연,1937,허와 실 81-11-2,1980,162×130cm,2015-10-14,캔버스에 유채
1269,회화,PA-504,황소연,1937,原質 79-11-20,1980,65×52cm,2015-10-14,캔버스에 종이
1270,회화,PA-505,황소연,1937,work 79-16,1980,101×81cm,2015-10-14,캔버스에 종이
1271,회화,PA-506,황소연,1937,work 79-17-1,1980,92×73cm,2015-10-14,캔버스에 종이 
1272,회화,PA-507,황소연,1937,무제,1980,80.5×80.5cm,2015-10-14,캔버스에 유채 
1273,회화,PA-508,황소연,1937,原質 79-11-11 ,1980,65×53cm ,2015-10-14,캔버스에 종이 
1274,조각,SC-61,전국광,1945,적,1978,75×80×33,2015-10-14,화강석
1275,조각,SC-62,전국광,1945,적-흐름,1989,112×60×42,2015-10-14,황등석
1276,조각,SC-63,전국광,1945,적,1980,54×38×15,2015-10-14,브론즈
1277,조각,SC-64,전국광,1945,적-수직율동Ⅳ,1980,100×50×56,2015-10-14,브론즈
1278,조각,SC-65,전국광,1945,무제,1989,62×73×14,2015-10-14,대리석
1279,조각,SC-66,전국광,1945,매스의 내면,1987,5×21×21,2015-10-14,"나무, 석고"
1280,드로잉,DP-190,전국광,1945,반복어법Ⅵ-한 개의 커다란 체크무늬,1989,44.5×28,2015-10-14,종이에 사인펜
1281,드로잉,DP-191,전국광,1945,매스의 내면-닫힌 방,1987,61×46.5,2015-10-14,종이에 목탄
1282,드로잉,DP-192,전국광,1945,무제,1984,33×24.5,2015-10-14,종이에 연필
1283,드로잉,DP-193,전국광,1945,매스의 내면,1985,23×32,2015-10-14,종이에 연필
1284,드로잉,DP-194,전국광,1945,매스의 내면,1985,20.5×24,2015-10-14,종이에 사인펜
1285,드로잉,DP-195,전국광,1945,쇠뇌작용 Ⅹ-ⅩⅡ,1989,27×24,2015-10-14,종이에 수채
1286,드로잉,DP-196,전국광,1945,"매스의 내면-벽을 향하여, 바닥을 향하여",1987,18.5×19,2015-10-14,"종이에 목탄, 연필"
1287,드로잉,DP-197,전국광,1945,매스의 내면,1985,23.5×32,2015-10-14,종이에 연필
1288,드로잉,DP-198,전국광,1945,매스의 내면-해면,1985,70×92,2015-10-14,비닐테이프
1289,조각,SC-67,김광진,1946,무인도,1982,74×59×38,2015-10-14,청동 주조
1290,조각,SC-68,김광진,1946,빛을,1982,71×89×24,2015-10-14,청동 주조
1291,조각,SC-69,김광진,1946,무제Ⅰ,1983,65×27×27,2015-10-14,청동 주조
1292,조각,SC-70,김광진,1946,기타奏者,1984,72×35×31,2015-10-14,합성수지
1293,조각,SC-71,김광진,1946,무제Ⅱ,1984,59×28×30,2015-10-14,청동 주조
1294,조각,SC-72,김광진,1946,無明,1985,73×50×32,2015-10-14,청동 주조
1295,조각,SC-73,김광진,1946,想,1985,55×43×23,2015-10-14,청동 주조
1296,조각,SC-74,김광진,1946,속삭임Ⅰ,1985,74×33×35,2015-10-14,청동 주조
1297,조각,SC-75,김광진,1946,속삭임Ⅱ,1985,72×32×36,2015-10-14,청동 주조
1298,조각,SC-76,김광진,1946,길,1985,64×35×26,2015-10-14,청동 주조
1299,조각,SC-77,김광진,1946,임종,1985,66×77×33,2015-10-14,합성수지
1300,조각,SC-78,김광진,1946,닫힘Ⅰ,1986,88×56×33,2015-10-14,합성수지
1301,조각,SC-79,김광진,1946,닫힘Ⅱ ,1986,71×42×19,2015-10-14,청동 주조
1302,조각,SC-80,김광진,1946,밤길Ⅰ,1986,71×62×25,2015-10-14,합성수지
1303,조각,SC-81,김광진,1946,비틀거리는 사람Ⅱ ,1986,81×55×33,2015-10-14,합성수지
1304,조각,SC-82,김광진,1946,어둠,1986,85×58×24,2015-10-14,합성수지
1305,조각,SC-83,김광진,1946,밤길Ⅱ ,1987,86×55×30,2015-10-14,합성수지
1306,조각,SC-84,김광진,1946,밤길Ⅲ,1987,98×59×25,2015-10-14,합성수지
1307,조각,SC-85,김광진,1946,여행길Ⅰ,1987,76×66×33,2015-10-14,합성수지
1308,조각,SC-86,김광진,1946,一波,1987,78×76×20,2015-10-14,합성수지
1309,조각,SC-87,김광진,1946,어깨동무,1988,75×48×23,2015-10-14,합성수지
1310,조각,SC-88,김광진,1946,삶,1988,98×32×27,2015-10-14,합성수지
1311,조각,SC-89,김광진,1946,투영,1988,87×50×43,2015-10-14,합성수지
1312,조각,SC-90,김광진,1946,길Ⅱ ,1989,97×54×29,2015-10-14,청동 주조
1313,조각,SC-91,김광진,1946,無念,1989,81×56×30,2015-10-14,합성수지
1314,조각,SC-92,김광진,1946,길,1989,66×77×28,2015-10-14,청동 주조
1315,조각,SC-93,김광진,1946,서 있는 사람,1989,92×34×24,2015-10-14,합성수지
1316,조각,SC-94,김광진,1946,서 있는 사람Ⅰ,1989,63×31×24,2015-10-14,합성수지
1317,조각,SC-95,김광진,1946,고향바다,1990,111×38×23,2015-10-14,합성수지
1318,조각,SC-96,김광진,1946,남강에 서서,1990,97×56×26,2015-10-14,합성수지
1319,조각,SC-97,김광진,1946,永遠,1990,86×56×22,2015-10-14,청동 주조
1320,조각,SC-98,김광진,1946,의연한 믿음,1990,112×35×29,2015-10-14,합성수지
1321,조각,SC-99,김광진,1946,임종,1990,68×27×22,2015-10-14,합성수지
1322,조각,SC-100,김광진,1946,서 있는 노인,1991,98×64×33,2015-10-14,합성수지
1323,조각,SC-101,김광진,1946,의연함,1991,100×58×20,2015-10-14,합성수지
1324,조각,SC-102,김광진,1946,걸어가는 사람,1992,39×110×23,2015-10-14,합성수지
1325,조각,SC-103,김광진,1946,단비,1992,101×58×29,2015-10-14,"합성수지, 스테인레스 스틸"
1326,조각,SC-104,김광진,1946,無明,1992,92×39×30,2015-10-14,합성수지
1327,조각,SC-105,김광진,1946,施無畏與願印,1992,93×39×18,2015-10-14,합성수지
1328,조각,SC-106,김광진,1946,불꽃,1992,80×62×28,2015-10-14,합성수지
1329,조각,SC-107,김광진,1946,그리운 금강산,1993,74×90×27,2015-10-14,합성수지
1330,조각,SC-108,김광진,1946,산자의 가슴,1994,89×90×34,2015-10-14,합성수지
1331,조각,SC-109,김광진,1946,江Ⅰ,1996,110×40×30,2015-10-14,합성수지
1332,조각,SC-110,김광진,1946,江Ⅱ,1996,100×44×31,2015-10-14,합성수지
1333,조각,SC-111,김광진,1946,거리Ⅰ,1996,67×54×30,2015-10-14,합성수지
1334,조각,SC-112,김광진,1946,거리Ⅱ,1998,67×58×30,2015-10-14,합성수지
1335,조각,SC-113,김광진,1946,난롯가에서Ⅰ,1998,91×42×40,2015-10-14,합성수지
1336,조각,SC-114,김광진,1946,아파트 승강기,1998,94×60×40,2015-10-14,합성수지
1337,조각,SC-115,김광진,1946,하늘 · 강,1998,91×63×31,2015-10-14,청동 주조
1338,조각,SC-116,김광진,1946,현실같은 꿈,1998,100×74×35,2015-10-14,합성수지
1339,조각,SC-117,김광진,1946,空律,1999,94×59×28,2015-10-14,합성수지
1340,조각,SC-118,김광진,1946,난롯가에서Ⅱ,2000,98×58×35,2015-10-14,합성수지
1341,회화,PA-509,윤재우,1917,수석리 조춘,1985,53×65,2015-10-14,캔버스에 유채
1342,회화,PA-510,윤재우,1917,목포항,1987,73×91,2015-10-14,캔버스에 유채
1343,회화,PA-511,윤재우,1917,관악추일,1984,80×116,2015-10-14,캔버스에 유채
1344,회화,PA-512,윤재우,1917,향원춘색,1986,50×60.5,2015-10-14,캔버스에 유채
1345,회화,PA-513,윤재우,1917,서설,1986,73×61,2015-10-14,캔버스에 유채
1346,회화,PA-514,윤재우,1917,수석리 춘일,1985,61×73,2015-10-14,캔버스에 유채
1347,회화,PA-515,윤재우,1917,설악설경,1990,53×65,2015-10-14,캔버스에 유채
1348,회화,PA-516,윤재우,1917,구파발계곡,1983,53×65,2015-10-14,캔버스에 유채
1349,회화,PA-517,윤재우,1917,봄날,1985,50×60,2015-10-14,캔버스에 유채
1350,회화,PA-518,윤재우,1917,주락,2004,45×53,2015-10-14,캔버스에 유채
1351,회화,PA-519,윤재우,1917,춘정,1985,45×53,2015-10-14,캔버스에 유채
1352,회화,PA-520,윤재우,1917,사인암,1995,53×45,2015-10-14,캔버스에 유채
1353,회화,PA-521,윤재우,1917,인수봉의 석양,1986,45×53,2015-10-14,캔버스에 유채
1354,회화,PA-522,윤재우,1917,추경,1999,38×45,2015-10-14,캔버스에 유채
1355,회화,PA-523,윤재우,1917,영종대교,2004,33×41,2015-10-14,캔버스에 유채
1356,회화,PA-524,윤재우,1917,오봉산 조망,1988,33×41,2015-10-14,캔버스에 유채
1357,회화,PA-525,윤재우,1917,북한춘일,1989,33×41,2015-10-14,캔버스에 유채
1358,회화,PA-526,윤재우,1917,하일,1998,33×41,2015-10-14,캔버스에 유채
1359,회화,PA-527,윤재우,1917,지리산하일,1992,33×41,2015-10-14,캔버스에 유채
1360,회화,PA-528,윤재우,1917,비선대추색,1990,100×80,2015-10-14,캔버스에 유채
1361,회화,PA-529,윤재우,1917,울산바위설경,1998,73×91,2015-10-14,캔버스에 유채
1362,회화,PA-530,윤재우,1917,우이동 풍경,1989,73×91,2015-10-14,캔버스에 유채
1363,회화,PA-531,윤재우,1917,하경,1989,50×60,2015-10-14,캔버스에 유채
1364,회화,PA-532,윤재우,1917,연지,2000,38×45,2015-10-14,캔버스에 유채
1365,회화,PA-533,윤재우,1917,관악풍경,1979,33×78,2015-10-14,캔버스에 유채
1366,회화,PA-534,윤재우,1917,설악춘설,1986,53×98,2015-10-14,캔버스에 유채
1367,회화,PA-535,윤재우,1917,해운대 조망,2003,60×50,2015-10-14,캔버스에 유채
1368,회화,PA-536,윤재우,1917,추과,2003,45×53,2015-10-14,캔버스에 유채
1369,회화,PA-537,윤재우,1917,추과,2004,45×53,2015-10-14,캔버스에 유채
1370,회화,PA-538,윤재우,1917,청과도,2003,33×41,2015-10-14,캔버스에 유채
1371,회화,PA-539,윤재우,1917,추과,1997,27×35,2015-10-14,캔버스에 유채
1372,회화,PA-540,윤재우,1917,과실,1987,24×33,2015-10-14,캔버스에 유채
1373,회화,PA-541,윤재우,1917,목과,1982,24×33,2015-10-14,캔버스에 유채
1374,회화,PA-542,윤재우,1917,추과정물,1975,53×65,2015-10-14,캔버스에 유채
1375,회화,PA-543,윤재우,1917,추과정물,2002,50×60,2015-10-14,캔버스에 유채
1376,회화,PA-544,윤재우,1917,복숭아,2003,45×53,2015-10-14,캔버스에 유채
1377,회화,PA-545,윤재우,1917,청과정물,2000,45×53,2015-10-14,캔버스에 유채
1378,회화,PA-546,윤재우,1917,추과정물,1984,41×53,2015-10-14,캔버스에 유채
1379,회화,PA-547,윤재우,1917,추과정물,2002,33×41,2015-10-14,캔버스에 유채
1380,회화,PA-548,윤재우,1917,추과,2004,33×41,2015-10-14,캔버스에 유채
1381,회화,PA-549,윤재우,1917,자두와 복숭아,1994,24×33,2015-10-14,캔버스에 유채
1382,회화,PA-550,윤재우,1917,한라봉과 파프리카,2000,19×24,2015-10-14,캔버스에 유채
1383,회화,PA-551,윤재우,1917,목과,1998,14×19,2015-10-14,캔버스에 유채
1384,회화,PA-552,윤재우,1917,추과정물,2001,33×41,2015-10-14,캔버스에 유채
1385,회화,PA-553,윤재우,1917,추과,2002,24×33,2015-10-14,캔버스에 유채
1386,회화,PA-554,윤재우,1917,추과,1998,16×22,2015-10-14,캔버스에 유채
1387,회화,PA-555,윤재우,1917,추과,2005,45×53,2015-10-14,캔버스에 유채
1388,회화,PA-556,윤재우,1917,한라봉과 유자,2005,41×53,2015-10-14,캔버스에 유채
1389,회화,PA-557,윤재우,1917,달리아,1997,65×53,2015-10-14,캔버스에 유채
1390,회화,PA-558,윤재우,1917,뽀삐와 백합,2001,60×50,2015-10-14,캔버스에 유채
1391,회화,PA-559,윤재우,1917,꽃,1992,33×24,2015-10-14,캔버스에 유채
1392,회화,PA-560,윤재우,1917,군자란,2000,16×22,2015-10-14,캔버스에 아크릴릭
1393,회화,PA-561,윤재우,1917,뽀삐 아네모네,1997,65×53,2015-10-14,캔버스에 유채
1394,회화,PA-562,윤재우,1917,시크라멘,1974,65×50,2015-10-14,캔버스에 유채
1395,회화,PA-563,윤재우,1917,장미,1990,50×60,2015-10-14,캔버스에 유채
1396,회화,PA-564,윤재우,1917,목단,2003,50×60,2015-10-14,캔버스에 유채
1397,회화,PA-565,윤재우,1917,자모란,2003,45×53,2015-10-14,캔버스에 유채
1398,회화,PA-566,윤재우,1917,장미,1981,53×41,2015-10-14,캔버스에 유채
1399,회화,PA-567,윤재우,1917,팬지,1980,33×24,2015-10-14,캔버스에 유채
1400,회화,PA-568,윤재우,1917,장미도,2002,21×27,2015-10-14,캔버스에 유채
1401,회화,PA-569,윤재우,1917,팬지,1980,21×27,2015-10-14,캔버스에 유채
1402,회화,PA-570,윤재우,1917,페튜니아,1981,19×24,2015-10-14,캔버스에 유채
1403,회화,PA-571,윤재우,1917,팬지,1980,16×22,2015-10-14,캔버스에 유채
1404,회화,PA-572,윤재우,1917,달리아,1989,65×53,2015-10-14,캔버스에 유채
1405,회화,PA-573,윤재우,1917,춘화도,2005,100×80,2015-10-14,캔버스에 유채
1406,회화,PA-574,윤재우,1917,아네모네 뽀삐,2005,60×50,2015-10-14,캔버스에 유채
1407,회화,PA-575,윤재우,1917,뽀삐 아네모네,2005,53×33,2015-10-14,캔버스에 유채
1408,회화,PA-576,윤재우,1917,바이올린이 있는 정물,1998,50×65,2015-10-14,캔버스에 유채
1409,회화,PA-577,윤재우,1917,봄의 정물,2004,73×53,2015-10-14,캔버스에 유채
1410,회화,PA-578,윤재우,1917,가을의 정물,1999,130×97,2015-10-14,캔버스에 유채
1411,회화,PA-579,윤재우,1917,탁상정물,1996,61×73,2015-10-14,캔버스에 유채
1412,회화,PA-580,윤재우,1917,한정,1964,194×130,2015-10-14,캔버스에 유채
1413,회화,PA-581,윤재우,1917,추과정물,2005,53×65,2015-10-14,캔버스에 유채
1414,회화,PA-582,윤재우,1917,수채화 정물,1956,66×50,2015-10-14,캔버스에 유채
1415,회화,PA-583,윤재우,1917,누드와상,1995,53×73,2015-10-14,캔버스에 유채
1416,회화,PA-584,윤재우,1917,누드와상,2001,53×73,2015-10-14,캔버스에 유채
1417,회화,PA-585,윤재우,1917,창변나부,1987,97×130,2015-10-14,캔버스에 유채
1418,회화,PA-586,윤재우,1917,누드와상,1990,41×61,2015-10-14,캔버스에 유채
1419,회화,PA-587,윤재우,1917,화실의 여인,1997,194×130,2015-10-14,캔버스에 유채
1420,회화,PA-588,윤재우,1917,Y씨 부인상,1986,145×112,2015-10-14,캔버스에 유채
1421,사진,PH-156,야오루이중,1969,알 수 없는 흔적Ⅳ-신과 우상의 경계,1998,100×150,2015-10-14,인화지에 흑백프린트
1422,사진,PH-157,야오루이중,1969,알 수 없는 흔적Ⅳ-신과 우상의 경계,2000,100×150,2015-10-14,인화지에 흑백프린트
1423,회화,PA-589,현봉만,1967,무제,2000,162×130,2016-02-03,캔버스에 아크릴릭
1424,회화,PA-590,현봉만,1967,무제,2000,162×130,2016-02-03,캔버스에 아크릴릭
1425,회화,PA-591,현봉만,1967,무제,2000,130×162,2016-02-03,캔버스에 아크릴릭
1426,회화,PA-592,현봉만,1967,무제,2000,162×130,2016-02-03,캔버스에 아크릴릭
1427,회화,PA-593,현봉만,1967,무제,2000,162×130,2016-02-03,캔버스에 아크릴릭
1428,회화,PA-594,현봉만,1967,무제,2000,72.7×60.6,2016-02-03,캔버스에 아크릴릭
1429,회화,PA-595,홍순무,1935,풍년(농악),2014,130×162,2016-08-17,캔버스에 유채
1430,조각,SC-119,배형식,1926,새치미,1982,35×27×15,2016-08-17,브론즈
1431,회화,PA-596,이남규,1931,Work,1961,53×41,2016-08-17,캔버스에 유채
1432,회화,PA-597,이남규,1931,Work,1968,49×25,2016-08-17,캔버스에 유채
1433,회화,PA-598,이남규,1931,Work,1969,45×38,2016-08-17,캔버스에 유채
1434,조각,SC-120,백철수,1950,획,1980,45×77×37,2016-08-17,브론즈
1435,회화,PA-599,박종수,1947,땅,1983,97×145.5,2016-08-17,캔버스에 유채
1436,회화,PA-600,양병호,1947,부랑,1976,61×51,2016-08-17,캔버스에 유채
1437,회화,PA-601,태건석,1940,맑고 밝게,1985,91×73,2016-08-17,캔버스에 유채
1438,한국화,KO-209,박성수,1980,자화상 1602,2016,162×130,2016-08-17,플렉스천에 아크릴릭
1439,한국화,KO-210,박성수,1980,자화상 1608,2016,145×112,2016-08-17,플렉스천에 아크릴릭
1440,조각,SC-121,박재연,1976,Flexible Mass S1,2015,가변설치,2016-08-17,"철, 프라이머, 동"
1441,회화,PA-602,박종찬,1987,지붕과 벽,2015,160×200,2016-08-17,캔버스에 아크릴릭
1442,회화,PA-603,박종찬,1987,천에 싸인 집,2015,73×116,2016-08-17,"캔버스에 천, 바느질, 아크릴릭"
1443,회화,PA-604,박종찬,1987,앞과 뒤,2015,72×90,2016-08-17,캔버스에 아크릴릭
1444,미디어,MD-2,홍남기,1975,On the scene,2016,2분 23초,2016-08-17,drawing animation(HD)
1445,미디어,MD-3,홍남기,1975,On the scene,2016,3분 4초,2016-08-17,drawing animation(HD)
1446,미디어,MD-4,홍남기,1975,Scene,2016,4분 38초,2016-08-17,drawing animation(HD)
1447,회화,PA-605,홍남기,1975,Undead,2013,130×110,2016-08-17,digital drawing
1448,회화,PA-606,이일순,1972,여행자,2016,65×91,2016-08-17,캔버스에 아크릴릭
1449,회화,PA-607,장 유,1962,기다림,2016,45×51,2016-08-17,캔버스에 유채
1450,회화,PA-608,장 유,1962,도시를 떠나면서,2014,45×51,2016-08-17,캔버스에 유채
1451,조각,SC-122,김두성,1970,이의 있습니다!,2013,120×46×51,2016-08-17,폐목
1452,회화,PA-609,진창윤,1964,녹두장군,2014,110×100,2016-08-17,캔버스에 아크릴릭
1453,사진,PH-158,박하선,1955,익산 미륵사지석탑,2007,111×160,2016-08-17,pigment art print
1454,사진,PH-159,박하선,1955,익산 왕궁사지 5층석탑,2011,111×169,2016-08-17,pigment art print
1455,회화,PA-610,이르펀 헨드리안,1987,과거와 현재의 기록 #3,2016,62×178,2016-08-17,"보드에 한지, 캔슨지"
1456,사진,PH-160,판천후,1982,청백컬렉션 1 - 버터 접시,2010,50×60,2016-08-17,디지털 프린트
1457,사진,PH-161,판천후,1982,청백컬렉션 2 - 치즈 접시,2010,50×60,2016-08-17,디지털 프린트
1458,사진,PH-162,판천후,1982,청백컬렉션 3 - 찻잔,2010,50×60,2016-08-17,디지털 프린트
1459,사진,PH-163,판천후,1982,청백컬렉션 4 - 찻주전자,2010,50×60,2016-08-17,디지털 프린트
1460,사진,PH-164,판천후,1982,청백컬렉션 5 - 냅킨 홀더,2010,50×60,2016-08-17,디지털 프린트
1461,사진,PH-165,판천후,1982,청백컬렉션 6 - 육수 주전자,2010,50×60,2016-08-17,디지털 프린트
1462,회화,PA-611,홍순무,1935,신명난 농악대,2015,61×73,2016-08-17,캔버스에 유채
1463,회화,PA-612,홍순무,1935,신명난 농악,2015,53×73,2016-08-17,캔버스에 유채
1464,회화,PA-613,홍순무,1935,얼씨구,2016,53×73,2016-08-17,캔버스에 유채
